"ID_REF"	"GSM1847063"	"GSM1847064"	"GSM1847065"	"GSM1847066"	"GSM1847067"	"GSM1847068"	"GSM1847069"	"GSM1847070"
"ILMN_1235009"	1.200857	1.21848	-5.321881	0.01085741	0.467779	2.571901	-0.8217451	6.479141
"ILMN_1235014"	-6.724398	0.8324116	0.0333336	-2.018171	-1.858627	-5.617858	-4.756315	-10.42989
"ILMN_1235016"	55.12352	46.90596	42.53855	52.02402	52.28366	51.90433	53.42033	55.36001
"ILMN_1235032"	-4.472557	1.043303	-6.020945	-2.441407	-8.891107	-0.2533762	3.035478	1.856221
"ILMN_1235035"	0.4065035	-2.179651	-4.411996	1.308005	3.941805	-1.67876	0.2302731	0.8814333
"ILMN_1235042"	56.66179	40.97146	57.053	41.1608	33.33236	29.10571	29.30276	38.01537
"ILMN_1235047"	197.4731	210.2943	212.17	188.0948	231.8314	223.4051	236.0195	263.3173
"ILMN_1235049"	3.353068	2.526815	-3.692717	-6.472526	0.8182352	1.366058	3.474772	-0.3352634
"ILMN_1235050"	1344.936	1641.659	1515.877	1380.7	1494.461	1537.124	1552.119	1574.101
"ILMN_1235054"	94.61921	99.68842	87.82974	69.41502	94.50233	94.16763	90.5449	82.66161
"ILMN_1235056"	36.93473	14.40739	22.07897	19.00676	21.98391	21.84575	10.41762	22.01105
"ILMN_1235062"	-0.09697454	7.603555	10.1251	9.497784	8.323519	5.605646	10.48379	6.806691
"ILMN_1235070"	-8.233904	-2.418632	-4.868001	-5.697096	-4.069479	1.443828	-3.064983	-7.477527
"ILMN_1235072"	40.63687	42.2915	46.30959	44.69442	53.26535	54.82067	54.22826	45.62145
"ILMN_1235089"	-3.025715	5.122099	1.382171	0.5189207	-2.55968	-2.617496	-0.8537218	1.588491
"ILMN_1235098"	-5.569129	-6.679114	-4.692791	-7.22622	-4.457707	-8.828703	-3.691803	3.681515
"ILMN_1235124"	1.639023	2.689059	14.59673	10.04272	5.345495	8.723513	0.9436072	4.265343
"ILMN_1235131"	12.57986	9.261951	13.20331	6.334167	11.12619	6.015568	8.739919	9.804798
"ILMN_1235132"	2.548988	3.772212	0.7815226	3.227704	2.621912	2.970196	9.082249	1.066707
"ILMN_1235133"	463.1163	366.0882	535.5939	424.2745	428.7391	482.9598	462.4476	504.782
"ILMN_1235139"	239.3927	172.05	232.7797	252.4333	292.982	295.9648	231.7081	219.0919
"ILMN_1235140"	6.725302	4.646582	3.851287	-0.8434278	7.35142	4.040092	8.57947	-3.741199
"ILMN_1235143"	14.02478	8.851535	6.808753	14.15763	8.315366	6.053349	9.333131	19.5824
"ILMN_1235149"	3.650713	5.360573	0.7262724	-1.449734	-2.945248	6.557699	-4.250977	1.30591
"ILMN_1235152"	-3.062297	-2.197223	4.999264	-5.029674	-0.03576296	-3.11303	-2.623809	-4.678825
"ILMN_1235176"	-2.675473	3.49527	5.87466	1.598554	6.91118	-2.615566	12.58428	0.6597918
"ILMN_1235179"	328.5387	426.4135	359.5688	338.2888	345.6581	281.9085	319.102	352.4784
"ILMN_1235186"	165.0264	155.2766	167.497	163.0145	175.0628	223.2212	187.0115	171.7996
"ILMN_1235192"	26.98091	27.33146	19.38116	31.76458	39.87685	36.1307	18.2267	19.71151
"ILMN_1235196"	126.6949	139.064	123.1373	161.0547	153.7032	110.5057	129.4934	110.1265
"ILMN_1235207"	-0.2991449	0.1688469	5.664705	-12.81539	3.572688	2.215635	3.147877	-2.354954
"ILMN_1235230"	2.900011	3.770328	-5.218314	-0.2746612	4.078652	4.905738	-1.117642	1.532067
"ILMN_1235234"	258.1301	296.0555	263.0562	282.9194	333.6429	338.9096	312.7477	324.5477
"ILMN_1235236"	-1.778443	-4.021587	-3.905502	1.077821	-0.2300026	2.252982	-5.408207	-5.194254
"ILMN_1235253"	-2.625922	-6.59184	-4.893771	-5.893271	-0.3820497	6.488617	-0.8158943	-1.389618
"ILMN_1235255"	6.750647	7.811852	10.20079	9.677117	7.657501	11.39663	10.49765	11.89051
"ILMN_1235259"	14.46333	10.35622	3.121639	10.99374	2.611943	13.50083	13.40821	3.140477
"ILMN_1235276"	-1.852818	8.367392	0.2418984	2.311954	-0.6634285	-2.365306	7.26692	-4.23438
"ILMN_1235277"	-2.55149	-11.40802	-11.44192	1.146204	-3.970827	-3.027992	-5.598083	-9.69887
"ILMN_1235281"	600.7751	622.2108	573.2349	594.1243	703.9859	622.9687	701.3087	587.6658
"ILMN_1235288"	-8.603654	-3.294117	-7.707012	-1.056001	-7.512309	-4.968463	-3.335811	-4.751186
"ILMN_1235310"	-0.473675	3.668429	7.20349	7.35906	-5.632214	1.609516	9.27744	1.003014
"ILMN_1235323"	-5.615634	-1.085162	-8.233904	-3.774625	-4.085976	-6.43611	-0.008435423	-2.871903
"ILMN_1235324"	150.1086	148.4401	170.7466	122.8965	170.0831	212.3648	218.6683	180.2202
"ILMN_1235331"	1.385755	5.576312	0.493923	7.431545	-2.558962	-1.72316	-1.983321	-4.684794
"ILMN_1235347"	125.6682	111.8931	130.6144	135.0098	101.5361	96.8833	131.6348	84.00427
"ILMN_1235354"	9.565674	6.650059	-0.5830747	1.273062	0.05837328	5.574366	2.039365	18.67319
"ILMN_1235362"	-7.693182	-1.182569	-0.05594653	-6.547649	-5.358413	-1.609696	-2.398764	-3.576973
"ILMN_1235363"	38.62534	50.38083	48.89618	48.58291	66.66911	68.47061	63.19163	70.37875
"ILMN_1235365"	19.25618	4.126647	12.09581	8.141718	22.95026	11.04817	21.65567	6.971438
"ILMN_1235366"	5.261146	11.96458	2.146898	6.828207	8.793983	21.11026	10.78269	7.969792
"ILMN_1235369"	-4.773959	-1.644379	-0.4132378	-5.371528	-3.93874	-1.172007	1.464823	-6.238232
"ILMN_1235372"	11.37486	39.25201	13.37683	15.18988	80.45915	33.53653	36.61195	252.4333
"ILMN_1235374"	45.52022	52.99173	58.3887	54.8326	45.55432	49.59201	47.36962	50.75693
"ILMN_1235380"	5.109645	7.274429	13.70008	11.82206	12.10491	10.88342	15.31237	6.565546
"ILMN_1235388"	-1.550049	-3.756407	-3.528434	-7.377595	-6.257072	-4.904537	-10.33477	3.223261
"ILMN_1235390"	25.57926	10.18364	17.1713	39.58642	14.23805	3.288863	8.062551	22.7725
"ILMN_1235399"	-0.6007664	-2.479415	-3.353015	-1.458388	-1.777217	-5.738274	-10.42989	-4.621717
"ILMN_1235401"	-3.664785	-4.700308	-5.50423	-5.080825	1.597072	-4.907602	-4.631394	-5.189054
"ILMN_1235403"	-8.527502	-1.276425	-3.818332	-1.777217	-2.671982	-7.899374	-1.389085	-0.6993572
"ILMN_1235408"	1.560568	4.280435	3.795725	1.909904	-1.575892	5.68605	-0.7729236	-0.7369844
"ILMN_1235409"	17.1995	8.756367	11.16257	32.27607	19.16938	17.41988	20.52895	24.65055
"ILMN_1235414"	1.951795	-4.65704	-1.310713	4.858473	-3.195807	0.9690016	2.686365	-1.295457
"ILMN_1235423"	2.504093	4.614778	1.716523	0.4262608	-4.198976	3.833494	-2.543234	-1.537766
"ILMN_1235433"	1.867533	-5.355794	2.176365	4.418262	-4.731677	-0.738928	0.06929667	2.023038
"ILMN_1235434"	6.834554	8.910219	5.362387	3.276052	14.43764	1.096447	16.58907	0.7485064
"ILMN_1235437"	321.8469	326.0703	337.2436	333.7787	347.7344	359.4089	379.3933	331.0349
"ILMN_1235440"	90.30183	83.0702	74.52194	70.03114	74.29309	68.5344	78.97298	86.69852
"ILMN_1235470"	4762.366	5112.417	4670.819	4529.694	4787.527	4804.531	5086.73	5363.318
"ILMN_1235475"	7.464017	7.399319	2.551715	3.517689	0.801852	5.895938	4.678472	10.47538
"ILMN_1235481"	1794.084	2002.16	1781.034	1841.401	1706.041	1522.473	1648.776	1756.968
"ILMN_1235488"	24.72763	31.78059	30.65781	30.31544	14.03709	11.41426	16.73972	19.66065
"ILMN_1235493"	4550.721	3693.612	4897.039	4694.116	4398.792	4385.585	4856.902	3730.493
"ILMN_1235494"	81.21642	66.16718	79.89798	80.45915	84.31278	100.7531	80.09017	80.01393
"ILMN_1235499"	2711.279	2546.476	2761.473	2360.015	3074.672	3111.31	3111.31	2953.489
"ILMN_1235500"	796.0756	929.5656	798.0405	740.4962	921.6879	791.4467	892.7468	904.9996
"ILMN_1235512"	2.798046	12.18491	5.106489	15.28397	2.845728	4.441572	7.519938	0.243037
"ILMN_1235522"	-3.437783	0.1167696	-0.6475946	-3.716483	-3.335811	-2.662806	-4.823305	-3.766938
"ILMN_1235546"	-4.291628	-7.143326	-5.660927	-6.121584	-2.498569	-4.565192	-5.35171	-6.370111
"ILMN_1235564"	-4.057896	3.312536	-1.331305	-0.684209	-3.10756	-1.066953	3.712179	-3.417057
"ILMN_1235571"	-5.05603	-7.567762	-6.552284	-7.408849	0.9366291	-2.239653	-2.313257	-1.036526
"ILMN_1235578"	0.64515	-1.453661	-2.738078	-8.309318	4.637682	-13.79021	-2.334661	4.129261
"ILMN_1235580"	-1.687406	-3.26319	-3.222564	-10.44306	-3.751865	4.697309	-4.296886	1.516583
"ILMN_1235581"	-0.8484489	-6.067359	-3.160247	-3.577543	9.261951	1.871616	-5.327813	-4.896538
"ILMN_1235583"	151.221	110.7561	86.92811	95.64541	71.62537	75.71999	87.96076	114.2279
"ILMN_1235585"	8.997029	5.088586	-0.05677527	0.8703812	-1.266964	5.118324	5.118324	-0.9906227
"ILMN_1235592"	17.09407	8.917671	6.455535	13.17225	14.72805	22.65661	12.69752	9.963349
"ILMN_1235612"	-9.394506	-5.389915	2.108624	-7.07099	-7.894977	-4.590644	-3.573936	-7.909319
"ILMN_1235615"	13.40821	8.957984	13.02249	15.31565	16.98862	8.968122	20.53725	15.84615
"ILMN_1235616"	18.31539	16.31555	13.42888	17.89782	26.60874	29.05908	24.19313	27.03008
"ILMN_1235621"	3.028929	9.756467	6.37663	8.256503	0.9788511	6.325603	3.468299	14.30873
"ILMN_1235623"	17.7525	16.52799	8.252675	17.25039	23.1386	18.04138	24.13617	27.19515
"ILMN_1235634"	-3.874607	-6.726379	0.03578741	-2.533987	-0.4611961	-4.664387	-3.056169	-2.596064
"ILMN_1235635"	15.17193	18.07709	12.00356	11.60588	13.83996	8.191518	12.29458	12.89539
"ILMN_1235653"	12.21109	7.293057	14.15763	1.196407	10.55355	12.79477	0.6253803	15.27303
"ILMN_1235654"	4.191053	-6.762863	-3.868363	-10.67753	-4.757375	-10.18871	-6.426709	-4.370659
"ILMN_1235657"	1174.692	1077.01	1077.01	1048.159	1042.687	972.8586	956.9114	932.0595
"ILMN_1235663"	4.778459	-4.341115	-13.3883	-0.7852041	0.4151981	1.530612	2.329104	3.287643
"ILMN_1235669"	2.509008	9.432891	9.100372	2.22087	-0.4230215	10.09474	4.668186	0.7254227
"ILMN_1235670"	15.20155	9.468193	12.06326	10.5742	1.468111	8.608154	7.41357	7.137318
"ILMN_1235672"	-9.227273	-5.949152	4.740697	-0.2730457	-10.02733	-5.079502	-7.293731	-3.926341
"ILMN_1235678"	34.41622	25.18385	25.30351	35.26986	12.494	18.5598	20.68266	25.60077
"ILMN_1235687"	163.6106	143.8775	175.1038	172.7744	178.7958	221.0039	183.6872	165.2181
"ILMN_1235688"	677.6382	748.7536	703.9859	741.3487	610.2527	695.9584	725.2832	705.292
"ILMN_1235689"	33.92377	23.82321	26.68909	31.67219	19.87305	20.22826	25.42045	30.62763
"ILMN_1235697"	461.2119	462.5842	594.1243	596.7459	501.575	486.2069	614.5385	527.9305
"ILMN_1235701"	358.3617	369.936	370.4808	331.5237	380.7766	341.4994	380.6032	354.9951
"ILMN_1235713"	-3.472351	-5.72421	-5.288886	-4.795445	-4.257641	1.081654	-4.435108	-1.492482
"ILMN_1235717"	2.841413	-2.270594	7.694838	8.140203	8.473673	4.28407	15.78633	7.841993
"ILMN_1235719"	-2.715879	-7.729394	-3.554552	-7.840923	-1.37499	-8.037029	-0.9384081	-3.525498
"ILMN_1235722"	-4.127659	-1.836019	-1.113279	-0.7273828	-2.372361	-4.707695	-0.965852	-1.900906
"ILMN_1235732"	-2.900023	-2.077808	-4.678825	-3.290332	4.681829	-1.207955	-3.625826	-9.417424
"ILMN_1235735"	7.170682	4.661279	3.835623	6.404548	1.856221	0.5621355	6.078548	5.474487
"ILMN_1235741"	19.87305	21.01411	12.5	9.889877	21.21434	11.71624	22.86217	18.09542
"ILMN_1235750"	20.44623	8.377072	11.76218	16.73972	32.03825	27.60833	25.77765	11.93936
"ILMN_1235751"	333.5154	289.0176	278.1419	297.222	287.045	293.3102	272.1686	334.6868
"ILMN_1235757"	745.1067	675.9924	683.8959	652.5117	845.42	908.5693	787.1636	789.9307
"ILMN_1235774"	5.640911	-1.948677	4.450865	5.548934	0.6071165	0.1113184	-1.064886	9.02311
"ILMN_1235782"	8.357796	8.341773	7.655239	2.48364	5.348197	7.090125	1.858792	4.10139
"ILMN_1235783"	409.6564	451.1331	452.5479	434.6179	306.1434	316.2954	345.1965	392.4123
"ILMN_1235785"	189.611	180.7829	163.2793	183.3634	176.4837	151.8155	153.7032	225.6683
"ILMN_1235808"	1.034709	-9.320831	-4.136351	-7.651442	-4.901759	-1.757717	-8.589957	-3.535283
"ILMN_1235811"	84.09948	100.5448	112.1217	80.04012	78.53709	65.73534	64.57287	81.16656
"ILMN_1235813"	-8.260743	-1.936032	-5.601801	-5.125632	-5.987396	-9.506836	-9.552237	-4.410133
"ILMN_1235814"	-6.286833	-9.201647	-4.619976	-4.578794	-2.44426	-4.390306	-8.402391	-3.194666
"ILMN_1235822"	0.4010342	3.131592	-0.7158119	-8.697637	-3.636698	-0.0234577	0.9219902	3.093131
"ILMN_1235834"	16.63989	3.182033	12.24403	11.87052	11.31426	15.72514	15.41989	23.55703
"ILMN_1235836"	22.03494	24.75049	27.11571	22.279	21.8037	21.8141	26.72598	32.15532
"ILMN_1235842"	40.44566	54.15914	42.16157	62.01081	37.6895	42.16157	39.24368	44.46954
"ILMN_1235849"	-10.85725	-5.627094	-5.93125	2.179818	-2.324368	-8.076649	-6.367211	-8.818722
"ILMN_1235850"	-6.007878	-2.007416	-4.543904	-6.083639	-2.395768	-5.59157	1.082377	-5.396796
"ILMN_1235857"	6744.357	5086.73	5255.747	4161.883	5643.105	5874.376	5339.071	5086.73
"ILMN_1235861"	121.1321	139.7952	130.5629	127.63	107.6012	126.6133	116.7012	115.0079
"ILMN_1235868"	4.982742	-1.053394	14.42125	15.91533	14.00907	16.4105	12.92586	9.255552
"ILMN_1235878"	9.351429	2.901253	4.673566	4.992421	8.254047	5.681564	1.575924	2.376354
"ILMN_1235902"	33.43359	34.14272	30.29807	26.28971	23.35662	27.73947	34.33406	44.77132
"ILMN_1235908"	153.7811	174.0603	236.2636	267.8402	190.1608	199.6368	220.3171	313.4642
"ILMN_1235909"	283.3371	301.8087	280.4571	330.4973	402.3243	382.1423	384.6921	350.667
"ILMN_1235932"	23.98463	29.47477	30.53123	35.51117	7.12568	12.39429	5.202544	11.69086
"ILMN_1235934"	1250.617	1265.632	1072.106	1160.388	1144.98	1142.501	1051.732	1093.947
"ILMN_1235939"	141.3815	137.6819	149.5796	131.7314	173.4038	180.6938	143.1457	163.5542
"ILMN_1235950"	1.317004	-6.415259	-5.966082	-1.716993	-7.657901	-7.24922	-0.1799042	0.1580771
"ILMN_1235958"	1.15563	3.474772	5.829832	12.0117	6.041625	3.261604	-0.5402099	8.236684
"ILMN_1235959"	2.310467	-7.095533	2.766795	0.9286049	-1.312617	-5.62404	-1.664754	-3.353015
"ILMN_1235962"	27.2515	15.05367	27.19515	24.18792	12.16122	15.30667	20.30379	21.33323
"ILMN_1235963"	-4.165052	-5.592101	-2.298637	0.1910933	-3.248419	-10.10857	-7.07099	-3.652174
"ILMN_1235966"	0.8256958	-0.4808704	0.01377947	7.121133	5.288613	2.701067	-1.053394	6.390208
"ILMN_1235975"	5.596702	1.17016	3.613759	1.92737	1.450464	-0.3352634	0.704788	7.57095
"ILMN_1235979"	308.3233	295.0775	292.4498	242.6761	460.9233	427.0998	405.4146	477.4436
"ILMN_1235982"	882.1787	923.0494	789.9307	859.8937	804.2372	783.6021	771.4282	862.8731
"ILMN_1235994"	-4.753245	2.541372	-2.036713	-0.3373014	-2.588889	4.197759	-3.906886	0.4324844
"ILMN_1235995"	-1.048113	-4.161035	-0.2525217	-0.6654045	-9.401123	-6.076499	4.55627	-5.427088
"ILMN_1236006"	-10.8482	-7.982754	0.4916437	-9.506836	-4.208021	-6.488648	0.6553114	-0.6471655
"ILMN_1236009"	52.32684	63.25503	60.18976	42.74088	48.1501	42.94175	39.39959	30.40884
"ILMN_1236029"	133.2317	174.9186	145.5806	167.048	79.20132	73.10496	80.93607	59.05709
"ILMN_1236030"	-0.4059641	6.47439	-0.2449886	-8.569499	0.3873957	-4.348518	2.796317	-1.71539
"ILMN_1236044"	-6.552284	-2.914824	-7.853866	-5.118939	2.803849	-7.239629	1.117048	-3.817121
"ILMN_1236049"	348.993	340.4133	399.7757	338.8386	474.8821	427.3182	443.1093	468.8613
"ILMN_1236058"	-1.603234	-2.408973	-5.212567	-2.952776	-0.1050445	-1.875749	-0.3456556	-0.8566257
"ILMN_1236059"	102.2435	134.7085	116.9586	126.5578	121.7675	73.92282	70.77452	87.50282
"ILMN_1236066"	-4.817852	-5.264061	-2.588178	-7.075066	-7.241226	1.318097	-7.613523	-3.217048
"ILMN_1236070"	24.82005	27.71821	17.48816	17.49701	20.40696	24.28288	18.91116	10.15398
"ILMN_1236074"	-6.679114	-5.352566	-16.48702	-7.00886	-11.66366	-7.656043	-15.12323	-10.60881
"ILMN_1236096"	-1.453661	-1.572049	1.604505	4.351591	-3.156453	-5.321881	-1.056001	-4.072865
"ILMN_1236100"	3.363703	-4.667854	4.168558	-0.8379433	4.230468	-2.392864	-6.651042	-0.7918169
"ILMN_1236101"	-8.194879	-2.289227	-6.655682	1.21895	-3.318523	-5.020033	-2.439428	-6.054024
"ILMN_1236111"	195.7234	201.8514	111.4673	199.8749	160.0052	128.9695	129.0179	104.7972
"ILMN_1236118"	4.580022	3.06302	1.970426	7.30063	12.04213	12.68288	12.37448	5.557074
"ILMN_1236119"	-6.017164	-6.981801	-2.351525	-3.696499	-0.1308195	-6.687876	1.470384	1.164281
"ILMN_1236123"	63.25503	46.02805	49.0804	42.72189	67.76549	69.41502	57.55007	58.6533
"ILMN_1236125"	2.839283	-3.379439	-2.022865	1.437396	1.857402	0.3914784	6.561035	-2.114421
"ILMN_1236131"	406.9353	370.1276	357.7273	374.959	429.9169	434.6179	407.3643	390.066
"ILMN_1236133"	262.9814	293.6459	289.922	408.1782	237.9321	223.9239	261.3208	229.0578
"ILMN_1236136"	1.148913	1.466884	6.173233	-3.449282	-7.576254	-0.5194342	1.739686	-4.141794
"ILMN_1236139"	42.77057	42.64005	42.10553	31.62173	38.55607	54.51825	52.2258	50.38083
"ILMN_1236150"	276.8657	260.4829	287.6312	278.3783	341.3478	384.548	306.8949	271.5604
"ILMN_1236161"	672.4451	705.9448	686.7374	640.2525	591.0947	642.4333	584.9728	595.0733
"ILMN_1236165"	5.538538	-3.427569	12.41327	-0.6634285	5.454756	1.222853	5.848264	-2.481232
"ILMN_1236175"	16.72773	17.97355	12.9118	12.79893	12.79024	12.99559	11.05959	11.60588
"ILMN_1236185"	2.406449	10.16229	2.69918	0.6936596	6.671766	1.16158	7.236913	10.74957
"ILMN_1236188"	12.64559	7.282168	13.17225	4.566896	5.985589	8.141718	0.5193184	10.12646
"ILMN_1236196"	5.765623	14.27854	7.220255	4.839266	13.1566	7.021519	-3.286122	4.2605
"ILMN_1236221"	45.39347	49.48411	29.90221	44.56494	57.18994	45.64333	42.72189	37.69938
"ILMN_1236232"	279.6053	290.4387	292.8799	249.067	227.8161	217.3249	269.2473	264.2599
"ILMN_1236233"	17.25948	9.802538	20.05399	23.90185	13.53159	19.13262	11.03218	22.20877
"ILMN_1236246"	183.4318	177.3161	140.2595	151.221	194.2732	161.29	166.0079	159.0267
"ILMN_1236250"	-0.05543154	1.467587	6.179955	2.311388	-4.213392	-4.094408	-6.295957	3.332515
"ILMN_1236258"	4.652411	-3.580757	12.75771	4.560985	8.662775	18.54028	9.586149	11.17414
"ILMN_1236274"	2858.988	2896.205	2948.234	2790.178	3208.443	2870.015	2980.982	3119.097
"ILMN_1236290"	8.098155	5.380479	14.08795	11.07698	2.490113	11.97035	-1.154391	10.09474
"ILMN_1236298"	11.77205	6.015568	8.205308	13.2604	9.47059	19.00395	10.11595	17.11888
"ILMN_1236299"	2.219517	5.856312	8.885792	7.945287	7.619386	5.42841	6.400988	1.879947
"ILMN_1236300"	-4.886827	-3.530932	3.696613	-1.930804	-7.507262	-5.478588	5.322074	2.308429
"ILMN_1236303"	386.1159	376.8807	340.2646	330.8915	371.0609	352.7455	316.6816	373.5317
"ILMN_1236304"	-1.958787	4.999264	11.94511	7.844613	-0.240391	-1.889217	-1.122841	-4.246947
"ILMN_1236312"	200.7895	239.1367	219.0492	218.0514	242.7746	219.9877	236.5352	196.3802
"ILMN_1236317"	15.31926	11.15149	22.97735	15.5202	17.22591	7.189664	5.354795	9.326909
"ILMN_1236328"	8.341773	3.264271	4.062668	-3.516992	-1.533826	2.680277	1.816174	7.883621
"ILMN_1236334"	-5.63521	-5.535631	-2.873366	-5.270575	-4.090779	-3.129203	3.247926	-9.098178
"ILMN_1236336"	3.620727	0.02000314	4.726585	3.907468	7.973495	3.81224	8.83735	3.02266
"ILMN_1236343"	-3.957765	-3.173528	-5.02611	-2.107504	-5.51977	-4.512464	-2.450903	-3.027992
"ILMN_1236344"	243.4884	248.9008	296.9713	244.6902	193.5571	211.7391	235.3179	204.1578
"ILMN_1236357"	8.543608	18.87508	4.893603	4.981451	9.495844	14.55996	8.814618	12.00356
"ILMN_1236358"	477.7137	475.5709	514.4297	523.3718	580.6516	602.6595	542.459	482.7065
"ILMN_1236368"	549.3958	523.7811	546.9618	590.6304	644.8999	726.0496	717.9528	719.7258
"ILMN_1236369"	59.29868	50.23181	62.60782	58.72023	55.36001	66.78696	64.88413	53.42033
"ILMN_1236376"	161.7737	148.177	130.9167	104.6985	137.1259	131.446	147.3373	162.3417
"ILMN_1236379"	3.423428	3.851287	8.521539	8.569304	0.08042986	0.2458504	8.743276	6.540375
"ILMN_1236383"	8.254047	8.426701	4.261786	12.71184	10.16485	0.4257887	5.135508	3.885175
"ILMN_1236391"	56.58525	49.85767	47.79426	50.90872	61.18032	63.41247	65.16708	71.21981
"ILMN_1236406"	8.897644	10.96909	8.566072	13.21222	8.834902	7.454693	0.8797072	6.226521
"ILMN_1236411"	45.80766	42.3211	33.49505	44.8566	48.58291	36.69244	52.41071	46.40865
"ILMN_1236413"	-6.378324	-6.1503	-6.072143	-5.139708	-0.003826316	-4.704276	-1.002954	-1.160736
"ILMN_1236417"	8.91284	14.64323	9.451489	8.749412	9.513753	6.991691	5.690062	5.197124
"ILMN_1236420"	37.62154	42.57013	49.77703	69.95345	61.58549	68.44919	62.60782	53.67625
"ILMN_1236446"	1.235507	2.621912	12.36891	-3.985052	-0.4693624	-1.7147	2.993889	6.417299
"ILMN_1236455"	-7.474085	-0.7503225	-8.308343	-7.268146	-1.820533	-6.216055	-7.850039	-0.4808704
"ILMN_1236459"	36.62487	39.14889	43.96217	42.16157	50.98974	63.25503	55.30509	49.11602
"ILMN_1236465"	8.116208	11.18999	7.256123	20.26424	13.66981	9.88347	11.43977	14.05988
"ILMN_1236489"	2.655837	4.11208	4.26424	7.835776	14.00454	11.51318	17.1995	17.01138
"ILMN_1236506"	-5.604202	-10.05769	-13.51777	-0.7581293	-6.731162	-3.995277	-8.362224	-3.75975
"ILMN_1236517"	2007.601	1738.497	1623.415	1547.561	1925.195	1871.317	1861.898	1944.178
"ILMN_1236522"	206.7673	170.4115	202.6217	228.3128	206.4833	205.9873	193.2472	183.852
"ILMN_1236529"	7.187566	0.2647331	7.804661	-1.229903	-4.100933	-1.661041	2.342024	3.924817
"ILMN_1236536"	-5.352566	5.715846	4.557288	-2.955531	0.09589178	-4.839621	-1.303538	7.036249
"ILMN_1236539"	483.9611	560.98	587.9529	675.9924	382.6432	410.6037	406.1993	367.9653
"ILMN_1236545"	5.8652	3.844364	9.057313	10.38583	14.47743	14.31603	18.41238	1.979442
"ILMN_1236546"	3.195332	1.700718	1.975555	1.07213	-1.135218	0.3045424	-9.090985	-5.656426
"ILMN_1236553"	17.11532	27.7325	16.95363	26.33791	23.4667	9.756467	7.227282	9.182386
"ILMN_1236560"	-13.02776	-6.582001	-6.155425	-0.8158943	-7.653617	-2.374805	-10.01047	-5.494034
"ILMN_1236572"	42.2915	42.86977	39.07692	49.85767	39.32973	47.78296	34.47996	48.70084
"ILMN_1236574"	788.339	827.3284	696.9846	671.1292	1169.283	918.4999	1024.34	1127.422
"ILMN_1236598"	-0.3692734	4.163292	9.798276	0.6944216	-1.203001	3.651119	5.698493	6.15416
"ILMN_1236601"	107.7443	107.8217	99.80759	80.83669	88.64745	92.05662	96.3369	133.6956
"ILMN_1236609"	248.5183	225.2392	215.694	206.9888	146.7566	153.7811	165.9166	161.5326
"ILMN_1236610"	55.92757	69.93283	68.50233	76.73647	66.39176	50.82891	56.33012	83.63936
"ILMN_1236611"	-9.861962	0.9919165	1.0766	1.479646	-0.4956743	-7.982754	-8.440337	3.776248
"ILMN_1236613"	-7.746305	-4.029127	-0.84009	-4.941745	-2.199094	2.584369	-0.8554842	-4.853502
"ILMN_1236631"	5221.968	4771.14	4762.366	4936.022	6933.404	6852.302	6063.437	5934.721
"ILMN_1236637"	61.89683	79.51718	68.47061	74.71053	87.18793	82.23601	73.37869	66.04389
"ILMN_1236666"	4.665564	18.38766	14.34298	6.855037	8.518251	9.750159	16.94091	9.657151
"ILMN_1236683"	126.0119	132.4135	151.6151	136.695	120.0777	135.1588	154.4875	150.9621
"ILMN_1236688"	-1.090222	-6.173632	-4.870709	-4.446729	-1.635623	-0.5557253	-2.309203	-0.6223423
"ILMN_1236693"	95.41288	86.2916	69.33099	57.67855	82.32912	91.68881	82.05405	61.58549
"ILMN_1236700"	48.48975	30.16837	44.66999	48.29228	67.41074	59.05709	49.04736	64.01363
"ILMN_1236702"	1504.346	1429.333	1266.98	1309.983	996.8102	1050.285	963.2673	919.5076
"ILMN_1236716"	154.763	143.9879	149.9189	146.9877	174.4772	174.1405	146.3894	170.7846
"ILMN_1236717"	10.53001	-3.391598	-0.590564	-2.675008	-3.817121	-1.681118	1.167624	0.4788797
"ILMN_1236724"	1.144699	17.95554	5.587706	4.701642	4.418262	6.450774	3.563513	1.941213
"ILMN_1236727"	1.287675	-5.923123	1.04054	-5.559117	-1.632624	-0.2848741	-1.523437	-4.393162
"ILMN_1236731"	-1.326419	1.669615	-1.025689	-3.194666	-4.351838	-10.34135	0.395295	-0.8693258
"ILMN_1236734"	10.22418	12.84577	5.771399	6.179955	3.8952	3.773704	13.50083	16.24889
"ILMN_1236750"	-2.483705	-7.177909	-1.638101	4.786667	0.961068	-2.096909	-6.196572	-3.530932
"ILMN_1236758"	339.9497	571.5857	419.9792	390.6154	491.6614	552.386	641.7385	515.2344
"ILMN_1236762"	11.90335	24.7599	15.16167	20.30379	23.55703	15.71631	15.8005	64.78962
"ILMN_1236765"	-1.277701	11.97035	-1.950693	13.62975	6.196478	9.899143	2.139848	2.44916
"ILMN_1236774"	5.744573	6.74391	2.285854	-0.4297888	4.403176	4.289467	1.013722	-3.105942
"ILMN_1236776"	7.189664	-2.771635	-5.36736	1.360357	6.415286	-0.5734007	-4.55285	8.521539
"ILMN_1236777"	1.110628	5.094396	-1.27876	-2.597716	1.117048	5.078059	-0.2020132	0.6310614
"ILMN_1236781"	3.468299	1.164281	-0.1016847	4.502584	2.269355	3.713668	10.62498	-3.997079
