"ID_REF"	"GSM1847063"	"GSM1847064"	"GSM1847065"	"GSM1847066"	"GSM1847067"	"GSM1847068"	"GSM1847069"	"GSM1847070"
"ILMN_1212607"	5.734914	4.0608	9.672722	13.98826	5.125032	9.517137	3.680094	14.48841
"ILMN_1212612"	-7.181993	-5.265752	-4.927205	-0.4194166	0.5005863	-5.287904	2.808511	-2.220977
"ILMN_1212619"	27.12186	32.64736	32.0128	29.24344	0.6266058	9.889877	4.73768	5.365715
"ILMN_1212628"	-10.30912	-11.15135	-4.651636	-8.818722	-6.332463	-5.579274	-5.857932	-4.983382
"ILMN_1212632"	4.835389	0.999213	3.120354	-0.3153021	2.118844	-1.781067	10.11924	1.096447
"ILMN_1212636"	1003.583	1070.862	972.8586	907.748	1178.999	1198.82	1148.176	1046.769
"ILMN_1212637"	293.5149	327.6408	326.5423	309.3324	312.5866	335.7927	278.273	310.2038
"ILMN_1212645"	11.25665	9.128405	8.77523	4.872758	3.966239	-2.978197	6.143127	8.566072
"ILMN_1212648"	101.1094	86.11961	110.1001	88.68152	108.7962	83.54115	100.6979	90.19769
"ILMN_1212653"	22.26018	30.18901	35.18465	13.95727	23.07516	36.7709	21.13586	27.7076
"ILMN_1212672"	129.3182	164.6859	159.7568	137.88	160.6383	180.1081	190.8441	188.9578
"ILMN_1212682"	14.80911	13.02896	13.75185	24.7599	20.61389	15.88274	8.009744	11.54257
"ILMN_1212683"	1.445681	-5.804067	1.523801	-6.729055	-11.79223	-5.834588	-4.515396	-8.843038
"ILMN_1212685"	-5.21732	0.7394913	4.41888	-2.013369	3.197037	-4.523888	6.361153	0.02000314
"ILMN_1212692"	6.442737	7.235236	4.929324	-0.6931869	4.32519	2.823532	2.646683	1.594516
"ILMN_1212693"	46.22375	52.12999	54.52629	58.46332	44.71101	38.55607	44.51791	47.39413
"ILMN_1212695"	33.50771	36.46585	30.67248	59.87028	10.02999	17.13492	28.00521	11.10327
"ILMN_1212698"	-2.136585	-2.98167	1.39115	-3.727762	-4.919637	-2.931727	0.2520731	-2.62016
"ILMN_1212702"	22.54808	116.5024	110.9514	104.5853	619.4186	235.5604	217.823	1841.401
"ILMN_1212703"	33.39452	36.84438	31.6325	31.90874	26.78717	28.5852	21.9389	25.69901
"ILMN_1212716"	23.80449	13.44847	22.379	47.13154	8.056457	7.381181	13.64334	10.29894
"ILMN_1212717"	68.67535	64.69602	61.9323	88.84741	56.11438	56.24437	60.89273	53.07293
"ILMN_1212720"	8.49547	12.96815	15.18269	14.84911	18.36473	18.9414	15.73251	17.90693
"ILMN_1212724"	-4.980162	-7.651442	-4.501119	-9.04573	1.677185	-10.28473	-6.461884	-3.81616
"ILMN_1212752"	-0.5129883	-2.963292	3.240047	2.610931	1.6983	2.88482	10.65489	-0.3426306
"ILMN_1212759"	134.8203	121.8113	121.904	122.3029	147.3373	139.7462	134.4766	119.2869
"ILMN_1212762"	-4.224077	-6.178456	-4.728086	-0.5917761	-6.92753	-8.115489	-5.852857	-5.422911
"ILMN_1212782"	-4.402429	-0.8264076	2.845728	-1.514599	0.2112835	-1.638101	-3.793154	-0.9087049
"ILMN_1212791"	11.53046	13.41484	7.563307	15.63006	18.48804	25.10126	22.50924	12.39195
"ILMN_1212794"	133.0256	141.8396	159.1953	140.5056	94.78796	113.405	147.8723	110.8782
"ILMN_1212799"	-7.177909	-11.66366	-8.929873	-8.291985	-0.3352634	-8.569499	-3.438441	-7.939669
"ILMN_1212804"	-0.8243915	-1.246621	-7.268146	0.9034203	1.548663	-6.493758	0.6788424	-2.426565
"ILMN_1212812"	2.167128	5.96827	0.6854504	0.4439943	1.382171	2.744907	5.971836	4.558822
"ILMN_1212823"	-3.665501	-0.2580091	-2.374805	-3.984308	-4.200846	-3.785944	-2.980432	5.614046
"ILMN_1212828"	-1.374479	-8.950424	-2.652398	-6.981801	3.133343	-4.889413	-5.129088	1.387943
"ILMN_1212835"	6.162898	1.302321	8.189889	10.09162	7.3774	9.103554	2.272967	0.2203777
"ILMN_1212836"	163.9287	149.0089	118.0381	109.5547	114.4134	71.09013	97.43224	123.9666
"ILMN_1212840"	-1.715991	11.05755	2.334662	-0.7464468	1.609516	3.452527	-0.5813066	4.109596
"ILMN_1212850"	7.123824	4.016057	5.133745	4.524174	3.306641	8.411364	15.33935	13.48707
"ILMN_1212854"	1.407072	3.700143	-2.448772	-2.150693	-3.100497	3.378746	-4.255925	2.606102
"ILMN_1212875"	-6.52233	-5.913295	-0.7422687	-4.925834	-3.067164	-7.460994	-0.8603613	-1.135218
"ILMN_1212878"	-0.405204	-1.012703	-5.680681	0.7946222	-5.971621	-1.659702	-1.831987	-7.344999
"ILMN_1212884"	-3.294117	-2.57495	-5.458538	-6.715005	-6.076499	-6.004064	-4.265349	0.8071669
"ILMN_1212894"	317.1046	349.6514	298.9361	322.4284	288.9388	266.5136	295.6589	326.627
"ILMN_1212902"	24.18792	20.95181	15.50744	18.87508	13.53899	17.42544	5.336014	5.866866
"ILMN_1212906"	7.81555	11.70003	-1.152104	4.278323	8.034453	4.056693	9.759402	3.985525
"ILMN_1212907"	-1.752373	1.21009	0.6118439	-8.870155	-3.537882	-2.404081	1.267037	0.8788546
"ILMN_1212921"	-0.0858032	1.567466	3.991319	-0.7782261	2.629674	-1.087196	0.4132336	4.113049
"ILMN_1212935"	3.149553	0.3635576	2.918177	-3.538918	-3.077517	2.824895	1.414692	-0.2025129
"ILMN_1212938"	117.2183	94.98931	92.38589	122.2422	54.62219	36.95211	44.99455	37.3373
"ILMN_1212939"	-5.477834	-0.5858652	-5.575532	-8.776831	-0.9670641	-5.566617	-3.030837	-3.83703
"ILMN_1212941"	862.8731	654.9038	771.1406	772.8143	1216.978	1178.999	910.5445	854.67
"ILMN_1212949"	17.27863	0.09023745	14.39245	8.47758	7.099912	6.639929	8.926798	14.41836
"ILMN_1212953"	-2.80964	-3.750421	-6.496482	-4.100201	-4.543904	2.254148	-2.414089	-0.3096945
"ILMN_1212966"	-0.9320785	-1.525461	-3.648768	-0.2117168	-4.112719	-3.057243	2.875589	4.391247
"ILMN_1212975"	133.3489	143.6437	137.2898	158.0971	137.9664	148.4401	137.88	131.9926
"ILMN_1212980"	-0.4297888	-5.409177	-5.564076	-0.3599941	-0.001364882	-7.033682	-3.955065	-2.123934
"ILMN_1212982"	140.8945	134.1786	117.6028	110.0661	134.9022	117.6028	146.5426	155.6557
"ILMN_1212993"	55.27009	61.47765	60.34454	59.9096	76.1031	76.08229	66.90769	100.6979
"ILMN_1212997"	2.897516	5.347231	4.489219	5.205193	15.85044	9.820798	4.734149	4.289467
"ILMN_1212998"	-3.637223	-1.664178	-1.681908	2.589323	-0.8841059	1.742352	-4.707695	-2.372361
"ILMN_1213001"	344.1423	416.3818	376.428	565.9619	354.4913	336.9871	360.084	303.3135
"ILMN_1213002"	-1.62196	-12.39642	-2.440588	-0.6577875	-5.615634	-5.450189	-6.122987	-7.00886
"ILMN_1213014"	38.632	36.88103	37.58941	34.16489	45.48952	44.05725	53.60905	44.71101
"ILMN_1213024"	-2.397804	2.473097	1.761013	3.134619	-2.114421	0.5232962	9.109351	2.156764
"ILMN_1213026"	148.4768	171.0994	184.949	169.0692	208.6351	200.4364	195.5278	193.4366
"ILMN_1213030"	68.69575	67.37109	73.57305	75.70036	84.96478	68.89346	72.38335	66.7104
"ILMN_1213053"	13.85125	23.19063	2.997226	3.493147	12.51349	7.418102	14.49889	7.225389
"ILMN_1213055"	391.9436	456.3795	487.2735	495.4605	509.0731	524.7828	568.9024	563.876
"ILMN_1213056"	-7.398886	-3.313118	1.496084	2.479483	1.25881	-1.874965	-3.670956	-0.4014093
"ILMN_1213068"	54.05384	42.90626	50.38985	43.86469	74.78502	65.98934	60.98782	74.2737
"ILMN_1213070"	808.407	940.615	1060.039	795.5481	855.2983	880.1874	954.1467	914.8893
"ILMN_1213093"	2.73178	7.469968	3.420014	6.766768	15.11586	10.27133	12.26546	6.157124
"ILMN_1213096"	-4.023924	2.352372	-3.629812	-0.1379797	-8.444828	3.347849	-7.131201	-3.492225
"ILMN_1213101"	18.39588	20.44623	25.08064	29.0019	20.64991	22.53852	32.68893	26.74129
"ILMN_1213110"	3.955407	23.87973	13.84364	5.506113	14.72227	6.086995	12.0282	10.38025
"ILMN_1213117"	64.01363	63.11017	74.73454	53.57442	108.4104	111.9592	99.52979	90.09541
"ILMN_1213123"	4.957113	2.474956	4.445556	0.6321037	-2.070551	5.87466	3.533682	-5.546879
"ILMN_1213124"	-1.814038	-5.236752	1.485966	2.002473	-4.546659	-2.258174	-6.795893	-0.3719313
"ILMN_1213136"	-0.1327917	7.35906	-1.600407	6.213159	1.577853	-1.623044	-1.170237	3.523576
"ILMN_1213139"	2.828911	6.828207	-4.321046	0.2333067	0.7061756	0.713311	5.115135	7.260819
"ILMN_1213144"	364.6581	423.5689	390.4101	451.1331	369.0706	373.9395	390.066	413.4308
"ILMN_1213148"	83.92242	100.6529	99.66537	80.55275	157.1544	141.1305	122.9934	127.6684
"ILMN_1213167"	516.7305	489.769	499.5919	546.1818	642.4333	634.114	576.8167	544.7687
"ILMN_1213200"	237.5806	193.3178	218.8978	205.9873	195.1844	172.3642	221.6485	171.8838
"ILMN_1213216"	-0.3153021	4.096784	-11.08369	-3.18981	-5.190671	-4.025298	-2.888706	0.4657381
"ILMN_1213222"	7.274429	-1.683229	-0.3145801	-0.5734007	-3.377998	-3.755334	-5.391208	-0.3523371
"ILMN_1213231"	683.8959	630.9516	671.1292	792.8958	758.662	794.9981	768.1783	682.6722
"ILMN_1213257"	-5.95262	-7.577221	-2.403355	-6.397936	2.382285	6.550631	5.452879	-2.259957
"ILMN_1213265"	-0.3185169	-5.176149	-1.421638	-2.163197	-7.251464	1.024098	-3.333744	-4.47498
"ILMN_1213268"	5.945791	-0.6822378	3.779974	12.95121	10.23568	0.3704069	1.446733	11.66327
"ILMN_1213273"	252.7226	255.8927	221.5254	199.5028	256.9067	267.605	257.5074	237.9624
"ILMN_1213275"	-4.610208	6.859871	-2.05625	3.533682	-2.588178	5.152457	4.64248	7.340317
"ILMN_1213286"	88.84741	83.95677	55.03044	163.6106	79.54703	65.19587	57.954	49.36756
"ILMN_1213287"	18.23402	9.206978	8.926798	19.87305	30.00216	30.93631	29.93343	14.74565
"ILMN_1213289"	-5.020033	-4.772644	-0.8815901	0.961068	1.904455	-3.741199	-3.998809	-2.811424
"ILMN_1213290"	29.06875	24.44318	29.51479	30.34511	36.67829	39.91518	36.25556	29.83801
"ILMN_1213296"	68.56488	65.90749	75.85152	55.03044	64.94085	80.85036	69.41502	73.52939
"ILMN_1213307"	146.1581	131.071	147.8723	183.9847	148.4768	179.3387	170.6295	159.0974
"ILMN_1213309"	3.349763	4.546512	-3.373584	2.604419	-1.908288	0.8623512	-9.253581	-6.795893
"ILMN_1213311"	2.77381	-5.191619	-0.8574373	-8.375252	3.533682	-5.752968	-2.550701	-2.374805
"ILMN_1213316"	18.2543	16.53578	17.00467	22.31707	13.0884	14.71241	10.25025	4.445556
"ILMN_1213337"	0.3292778	2.17112	8.488759	4.266814	7.988419	22.33797	10.4786	8.110581
"ILMN_1213351"	1.696768	5.194231	5.85404	-1.907278	1.09713	-0.2131807	-0.7819816	-5.72421
"ILMN_1213354"	24.19313	30.53741	16.29977	22.95977	26.21091	18.32229	18.08155	22.15414
"ILMN_1213355"	-11.15135	-7.187196	-0.1734316	-0.0904228	-2.328833	-5.541497	-2.410506	-4.133741
"ILMN_1213368"	-5.00155	-0.3708689	-9.941251	2.077611	-4.346271	-0.8720829	-3.076326	3.925817
"ILMN_1213371"	-0.595257	-9.745441	-6.302273	0.6708429	-6.433791	-10.70256	-6.477749	-1.972409
"ILMN_1213376"	223.4051	215.7872	181.0712	238.7212	266.9554	237.4448	241.2063	225.2691
"ILMN_1213393"	11.18394	6.690223	8.372181	4.68455	2.424922	5.58927	8.535191	-4.213392
"ILMN_1213405"	2.64615	1.51337	5.656665	-2.203658	-1.778443	0.2940024	-0.8828098	1.32313
"ILMN_1213409"	9.9042	-2.519758	2.148772	9.766337	2.032041	6.245182	5.673236	4.21908
"ILMN_1213426"	785.7704	634.114	763.9337	681.415	607.8497	670.5313	710.9141	812.2321
"ILMN_1213437"	4.175402	0.04000932	12.58428	7.687196	8.975356	3.583615	5.133745	14.17777
"ILMN_1213441"	-6.870413	-4.501119	-2.236793	4.0276	-4.26151	-3.203018	-2.565736	-7.306035
"ILMN_1213449"	923.0494	907.748	919.5076	961.9977	912.7498	969.0307	987.4457	960.335
"ILMN_1213456"	1307.773	1330.932	1312.367	1289.306	1158.208	1172.693	1238.914	1319.457
"ILMN_1213458"	7.949105	8.090809	9.809597	2.326692	9.067937	9.436227	1.261852	23.42363
"ILMN_1213473"	-2.143573	0.7485064	2.24313	2.412168	-0.7542431	4.15907	1.039045	-2.311968
"ILMN_1213474"	1.525369	0.7154081	1.903061	-2.548444	4.41888	4.209126	2.906341	-6.854712
"ILMN_1213483"	1383.684	1553.076	1379.286	1367.146	1396.05	1529.484	1501.942	1623.415
"ILMN_1213495"	2.032041	-1.145365	3.428472	2.484867	-1.649307	-1.640825	-1.950693	14.07054
"ILMN_1213506"	3.806249	5.681564	13.14756	2.170263	9.891979	5.499448	8.694239	11.06967
"ILMN_1213524"	-6.772267	2.053409	-5.731447	-0.5358078	-5.002142	2.479483	-5.926117	-6.832104
"ILMN_1213531"	3517.056	3481.941	3829.874	4124.757	4184.66	4512.457	3958.733	3963.777
"ILMN_1213535"	-1.870162	0.1517695	1.807548	-4.733975	-0.3277799	-7.661123	1.648884	-6.527438
"ILMN_1213549"	3.91198	11.35095	5.240954	7.139369	-0.1483967	-1.46353	6.801538	-5.012562
"ILMN_1213564"	8.773619	18.39588	11.85991	12.33575	14.91827	12.00356	17.22172	16.32685
"ILMN_1213572"	7.804661	18.66424	3.882461	7.627349	21.42667	5.362387	20.13991	6.958458
"ILMN_1213573"	104.181	98.04393	115.8622	106.8363	99.74658	92.63883	68.21863	114.7046
"ILMN_1213574"	41.29578	27.10497	35.76945	18.24224	11.9924	23.37938	8.77523	21.41754
"ILMN_1213579"	0.2465466	2.759176	2.69778	-0.3136923	3.971514	4.322812	-4.593098	-0.9040472
"ILMN_1213596"	97.965	155.1385	85.14049	172.05	133.0256	102.1146	98.83465	107.1651
"ILMN_1213604"	16.13936	14.90017	13.62975	12.65606	18.77762	15.27303	15.95597	9.567888
"ILMN_1213615"	25.16058	21.82178	14.46761	35.53075	15.65206	12.33575	9.641669	15.10145
"ILMN_1213617"	467.8829	466.0113	517.6431	499.3942	513.4618	636.799	518.9773	390.2968
"ILMN_1213618"	21.236	26.50645	30.09436	26.58234	49.27591	39.82127	42.77057	34.54351
"ILMN_1213632"	-5.869024	7.776468	-2.473415	-1.409028	-0.0881645	8.428348	0.1133021	0.5652369
"ILMN_1213645"	1419.304	1422.46	1387.803	1522.473	1505.59	1504.346	1474.151	1370.859
"ILMN_1213672"	1.940123	-0.7173731	-5.617858	0.7154081	2.959815	-1.819296	10.43442	-4.414526
"ILMN_1213678"	2.717158	13.54383	6.287463	1.570434	6.577763	8.232648	5.78135	5.527448
"ILMN_1213680"	9.94593	11.09449	14.47128	5.474487	6.017304	8.33737	-1.114977	10.17266
"ILMN_1213681"	70.22035	78.87168	79.25256	90.99921	102.7112	95.92529	90.52341	88.76659
"ILMN_1213692"	18.04779	8.801232	5.210028	12.00356	11.20602	2.595758	13.18998	15.2601
"ILMN_1213711"	881.0787	828.4358	879.7206	821.5837	979.9754	933.7209	904.4029	906.4465
"ILMN_1213721"	-6.257072	-7.351145	3.045602	3.836589	-5.162295	-5.276916	10.53482	0.3284014
"ILMN_1213725"	274.3725	280.7583	276.2765	216.8825	397.2193	374.8578	312.2067	347.8637
"ILMN_1213728"	6.477302	11.74565	13.18305	12.17841	6.048903	7.628958	10.11115	6.691191
"ILMN_1213736"	5.365715	10.03365	2.426932	11.27064	6.764448	7.244441	4.07453	14.29261
"ILMN_1213745"	65.77467	85.91366	66.44138	61.12662	67.63101	84.99014	87.23289	74.05444
"ILMN_1213750"	-5.580215	-3.115206	-0.6036007	6.137258	1.139304	-11.8791	-1.093343	3.39651
"ILMN_1213763"	-1.344719	-2.277375	-4.172799	-6.698754	-4.201969	-2.369904	-7.452622	-8.388935
"ILMN_1213777"	-1.579682	7.69085	-2.980432	-6.841034	4.251843	-10.85725	-3.614427	-5.564759
"ILMN_1213779"	178.967	161.3834	219.8443	198.6515	216.6622	212.8385	244.7123	200.2228
"ILMN_1213787"	1.197065	-3.223488	-0.7617514	-0.970174	0.3235987	-0.1308195	5.42841	-3.108979
"ILMN_1213805"	5.704589	6.825839	13.39035	3.882461	5.279707	2.31395	3.43742	11.55556
"ILMN_1213809"	361.1706	405.0511	269.3511	468.6563	165.4187	126.5578	107.9784	123.4699
"ILMN_1213811"	8.423462	6.797222	-1.543499	11.01634	3.404579	1.349652	0.973832	-3.546855
"ILMN_1213817"	1.747501	2.359977	-5.875293	1.387943	-0.8815901	-4.216069	-3.928271	-4.006576
"ILMN_1213838"	58.98932	59.43899	69.23087	64.972	56.36014	53.8959	49.11602	63.56165
"ILMN_1213850"	1.954205	-0.9068758	3.776248	-1.029313	1.466884	0.8886154	0.5997074	-4.199649
"ILMN_1213855"	454.0104	450.7458	432.6242	387.7816	374.193	407.5293	416.3818	434.6179
"ILMN_1213856"	1.852327	-6.913858	-3.277643	2.332962	3.007297	6.905216	-3.25282	-2.660489
"ILMN_1213858"	4.031763	6.484388	8.246683	10.60673	5.768192	14.89466	15.80779	14.03279
"ILMN_1213872"	758.662	739.8278	834.0416	882.6521	780.5231	867.9626	975.5828	844.0125
"ILMN_1213873"	0.7837761	-8.73745	-4.271281	-1.100048	-3.768395	-3.21514	-5.505714	-2.0088
"ILMN_1213880"	17.1606	11.7805	10.91923	5.378459	10.69533	13.69357	12.14748	15.46686
"ILMN_1213882"	2.471872	2.980302	2.503134	0.8324116	0.7037428	-3.4245	0.2768257	1.768987
"ILMN_1213883"	2277.892	2502.706	2554.239	2352.866	2026.346	1941.038	2124.07	2011.631
"ILMN_1213886"	13.89085	24.56654	20.05733	3.06444	16.36857	23.20569	15.23283	39.94951
"ILMN_1213899"	52.67886	42.1298	64.90709	65.29482	78.26327	71.83133	77.41462	53.88169
"ILMN_1213910"	-5.406734	-6.472526	-4.241039	-6.56919	-7.477527	-4.605657	1.691292	-1.822975
"ILMN_1213911"	67.96805	81.92548	82.2679	83.02395	76.65964	78.87168	89.9554	90.15958
"ILMN_1213914"	4477.396	4095.137	4339.524	4550.721	4550.721	4897.039	4670.819	4884.037
"ILMN_1213915"	-3.297357	-4.650021	-7.974478	1.537991	-5.741588	-5.224752	-0.2826893	-2.161589
"ILMN_1213917"	8.468494	4.324027	-0.4169456	5.551687	-3.709358	0.3981388	0.857682	-2.178758
"ILMN_1213920"	223.0101	220.2536	226.3712	222.2253	221.5254	195.7234	220.6526	218.8196
"ILMN_1213929"	17.60857	24.52182	28.98452	24.82005	30.50639	20.30379	33.26806	24.14816
"ILMN_1213935"	7.291595	5.248095	3.426367	-1.572049	14.34574	19.07263	9.089038	13.86769
"ILMN_1213939"	-0.1734316	-0.3456556	0.3166359	3.728057	-0.3731872	-3.826563	1.59265	-5.218314
"ILMN_1213941"	-2.472562	1.294248	2.375292	5.468872	0.6553114	7.063212	-2.913938	5.208829
"ILMN_1213947"	208.3893	225.7337	239.2393	230.7515	262.2581	191.1431	242.6761	279.3839
"ILMN_1213954"	6852.302	8496.904	8034.009	7075.319	6967.24	6487.637	7272.47	7272.47
"ILMN_1213958"	38.20427	43.85129	37.86003	49.5207	48.89618	52.10531	49.91363	42.94785
"ILMN_1213960"	-0.1699869	5.150805	14.6244	-0.6899759	3.467675	-0.7360861	-1.161494	0.4428623
"ILMN_1213963"	-1.247896	-2.55968	-3.945608	1.457861	-5.265752	-5.564759	-3.85274	-0.0826227
"ILMN_1213971"	-14.03036	-10.24812	-6.497915	-1.611794	-12.71184	-7.540107	-5.551052	-9.838895
"ILMN_1213975"	48.0144	28.82208	46.88946	32.02433	9.506011	11.87454	19.24821	19.252
"ILMN_1213978"	250.168	301.3762	246.3855	363.431	208.3893	156.5109	152.9804	151.8677
"ILMN_1213981"	18.20848	12.43547	21.08747	12.73234	12.90346	14.17185	27.89761	31.09892
"ILMN_1213982"	609.8386	620.3784	559.9337	518.7922	459.2609	477.2815	500.5982	574.5228
"ILMN_1214000"	-4.751657	-3.276454	-3.991163	-2.022865	-1.728425	-4.998088	-4.33165	-5.629441
"ILMN_1214025"	1.02669	3.780609	-0.6372473	2.167128	1.557397	4.502584	-4.278783	1.375037
"ILMN_1214031"	6.642106	2.474166	4.201015	10.78428	4.551105	0.9455212	-7.297364	4.798959
"ILMN_1214036"	1438.796	1353.21	1455.471	1311.577	1522.473	1635.396	1633.519	1740.588
"ILMN_1214044"	0.04814035	0.5680779	6.028669	5.202544	2.347227	-2.692795	12.06683	1.429728
"ILMN_1214050"	191.7106	210.6437	247.3572	229.3089	225.0185	186.2249	219.9877	202.2063
"ILMN_1214053"	180.5046	159.7568	174.2101	165.5423	216.0886	186.571	202.5742	203.9134
"ILMN_1214054"	1246.355	1186.494	1270.186	1237.931	1066.927	1206.012	1321.149	1202.717
"ILMN_1214057"	54.51825	32.46188	39.11191	28.12457	31.92038	33.72461	40.83327	42.57013
"ILMN_1214059"	1.449304	11.17231	-1.081643	-3.763802	-2.711571	-2.087557	3.612714	-0.1603109
"ILMN_1214060"	3.876538	4.566896	11.07698	5.698493	9.054578	6.199913	5.075686	6.574714
"ILMN_1214065"	-8.176561	-3.393066	-5.281557	-5.454929	-11.46377	-0.3554298	-4.159106	-3.674383
"ILMN_1214066"	15.44545	8.702869	16.02098	9.243431	28.99261	29.20836	27.4321	31.92038
"ILMN_1214070"	174.0197	145.4595	141.5514	130.6144	205.672	215.0683	163.2793	158.0971
"ILMN_1214075"	-2.410506	6.497831	1.852327	-1.045908	11.74236	3.404579	2.879784	11.78877
"ILMN_1214090"	989.6539	912.2457	815.8102	831.0825	825.3641	1016.488	953.4225	850.1599
"ILMN_1214092"	139.2793	134.9022	152.5241	151.8677	141.0562	138.8338	141.7541	144.6192
"ILMN_1214094"	4.995243	-1.055384	4.268174	-1.715991	7.360626	5.675796	10.23172	-2.119207
"ILMN_1214110"	23.01812	23.04039	30.31544	21.38359	29.36298	39.96936	39.86168	26.99624
"ILMN_1214113"	0.9870108	7.768917	-2.093138	4.152754	-6.694954	-4.302353	0.6854504	2.170263
"ILMN_1214118"	1534.845	1519.255	1585.001	1306.329	1306.329	1246.355	1289.306	1220.103
"ILMN_1214119"	-0.3807108	2.142009	-0.2102701	-4.829086	-2.786744	-1.144528	3.844364	7.347071
"ILMN_1214126"	42.60726	25.74512	36.71155	28.1331	42.22154	55.73365	35.23849	41.07945
"ILMN_1214132"	-3.858674	-4.105876	-2.332473	-4.687586	-2.506633	8.277671	7.187566	-0.4111082
"ILMN_1214142"	-1.32562	-0.8925897	1.357729	1.614117	-2.70594	-0.9119093	-2.347034	-0.0166189
"ILMN_1214150"	148.177	231.5115	222.5608	168.5354	175.7938	216.8825	208.8635	199.5028
"ILMN_1214163"	240.8528	212.4445	280.0817	236.6964	281.5422	271.6197	313.6145	246.4396
"ILMN_1214165"	-6.877588	-0.8298571	-6.722821	-1.525461	-3.372587	-7.862162	-0.3851168	-5.35171
"ILMN_1214167"	422.8362	425.0435	445.1492	441.7799	489.2468	462.4476	478.1191	475.1551
"ILMN_1214179"	290.6007	268.2283	297.3302	277.1564	323.1437	289.5954	300.4089	242.2577
"ILMN_1214180"	5.994509	7.304565	9.899143	3.547418	9.911797	5.63669	18.19699	9.103554
"ILMN_1214183"	-3.164504	6.774989	2.311954	3.535908	2.178099	-5.523493	-10.5992	-0.8079826
"ILMN_1214187"	363.0579	343.3422	317.178	304.7477	304.5454	320.1389	321.8469	345.2725
"ILMN_1214188"	3.401075	4.242441	2.404733	0.2052572	8.642138	8.326056	6.019023	7.737992
"ILMN_1214190"	1.468111	0.1105917	4.734149	3.198155	11.62431	6.750647	7.452512	9.627452
"ILMN_1214195"	-7.622183	-5.436843	-2.545985	-6.058534	-2.261811	-2.657568	-4.872817	0.1903694
"ILMN_1214222"	-2.561862	3.726831	-1.061281	-1.528464	-5.447579	3.017099	7.218613	-2.202779
"ILMN_1214224"	17.06411	11.14337	21.33632	10.1002	12.02071	17.00467	26.63333	25.51921
"ILMN_1214228"	0.596381	6.057173	-3.891055	-0.0721504	-0.7782261	-0.6537735	-4.280446	7.186434
"ILMN_1214239"	505.267	589.2468	496.6239	489.0533	630.0225	452.8444	529.2312	479.261
"ILMN_1214241"	18.90595	35.58886	15.53076	23.21893	22.80832	16.65275	26.1371	23.79252
"ILMN_1214277"	7.730083	11.22016	4.937688	1.105115	12.20817	15.32391	14.42125	3.920536
"ILMN_1214296"	-7.486406	-9.025575	-2.596064	-4.838933	-5.727206	-8.805047	4.568672	-3.377998
"ILMN_1214307"	1.055711	1.050371	-0.5819094	9.672722	2.406449	7.35142	10.86632	14.89466
"ILMN_1214318"	5.042023	8.564698	14.28329	20.03313	6.464718	-2.436733	0.1580771	6.570992
"ILMN_1214319"	74.46602	60.57499	66.7104	63.47983	67.78988	59.14928	68.92595	59.62546
"ILMN_1214326"	-1.307673	1.89802	3.853743	0.5444687	-1.26535	1.260974	-1.291788	-3.460289
"ILMN_1214353"	12.59754	21.4768	17.74751	12.38814	7.117914	8.810673	12.15698	24.80847
"ILMN_1214358"	134.0183	145.0691	121.3584	170.7466	202.9666	218.0514	182.8381	197.6981
"ILMN_1214364"	-7.858413	1.547357	-4.016958	0.7006233	3.694413	-8.572414	-1.806311	-0.4243023
"ILMN_1214368"	2.416241	2.513673	0.6364983	-5.136336	2.933438	-1.811857	-5.436843	0.02976114
"ILMN_1214369"	-7.871543	-4.217424	0.4267099	-5.155027	0.7821711	1.69938	3.704708	0.1892355
"ILMN_1214375"	526.0335	495.2308	522.4196	505.9459	501.3566	489.5413	537.1034	571.289
"ILMN_1214394"	598.1393	539.0209	592.1154	544.868	443.8136	452.2921	427.3182	422.0765
"ILMN_1214402"	4.797776	-2.305625	2.363437	-3.271243	4.306181	11.10772	-5.011319	-0.7956125
"ILMN_1214405"	19.59733	12.89257	19.97207	35.03607	20.87641	37.00849	41.07945	41.40822
"ILMN_1214416"	86.23053	95.28058	87.38269	77.24262	104.3049	87.18793	81.05032	85.03925
"ILMN_1214431"	3.312536	-0.5309193	0.2647331	4.41888	5.322074	5.951301	-2.817541	-1.940313
"ILMN_1214441"	13.61665	13.05485	21.44061	7.706516	27.30896	21.35713	10.02455	6.108973
"ILMN_1214450"	426.7349	463.1163	395.8795	370.1276	384.0564	437.2156	421.3568	422.4375
"ILMN_1214459"	4.33234	-6.274152	-1.760976	-3.819445	-1.793989	-6.067359	-2.235749	4.587974
"ILMN_1214471"	54.67789	32.7682	55.45594	49.77703	45.12515	50.64258	36.78227	42.23401
"ILMN_1214482"	-1.797402	-6.199792	-4.029127	-2.352137	-4.429522	-6.743176	-0.7531778	-2.397804
"ILMN_1214483"	3.964904	9.451489	14.49889	4.961406	15.10145	3.60536	7.084778	1.940123
"ILMN_1214486"	995.0309	896.7885	963.2673	967.7332	744.4834	755.9459	817.0283	782.5355
"ILMN_1214487"	81.27091	87.87256	79.00431	84.93919	79.42509	61.53893	78.92989	97.88785
"ILMN_1214488"	129.1515	114.0588	107.6151	107.3478	113.006	128.1477	120.6179	139.7952
"ILMN_1214498"	44.65327	59.68913	47.26873	64.07112	22.03494	26.93777	29.23884	28.6256
"ILMN_1214500"	-0.09167212	3.50254	-1.771945	-1.684232	-5.508581	2.5679	1.98783	-5.782118
